Close,Date,High,Low,Open,Volume
92.8155,2009-09-08 05:00:00,92.844,92.69,92.7615,691
92.4895,2009-09-08 06:00:00,92.81200000000001,92.46799999999999,92.8125,2045
92.3805,2009-09-08 07:00:00,92.57600000000001,92.27799999999999,92.4915,2040
92.2825,2009-09-08 08:00:00,92.412,92.13799999999999,92.3825,2030
92.1175,2009-09-08 09:00:00,92.38600000000001,92.068,92.2855,1558
92.2415,2009-09-08 10:00:00,92.27,92.042,92.1195,1356
92.2395,2009-09-08 11:00:00,92.336,92.152,92.2435,1540
92.1055,2009-09-08 12:00:00,92.346,92.1,92.2425,1409
92.2225,2009-09-08 13:00:00,92.322,92.06,92.1025,1865
92.1565,2009-09-08 14:00:00,92.336,92.072,92.2255,1647
92.2135,2009-09-08 15:00:00,92.242,92.056,92.1595,1118
92.1695,2009-09-08 16:00:00,92.24,92.1,92.2115,552
92.1355,2009-09-08 17:00:00,92.24,92.07,92.1715,793
92.3145,2009-09-08 18:00:00,92.35,92.102,92.1325,838
92.2215,2009-09-08 19:00:00,92.32,92.186,92.3115,695
92.318,2009-09-08 20:00:00,92.368,92.21600000000001,92.2185,593
92.292,2009-09-08 21:00:00,92.365,92.28399999999999,92.32700000000001,593
92.266,2009-09-08 22:00:00,92.29799999999999,92.24700000000001,92.294,346
92.3245,2009-09-08 23:00:00,92.339,92.242,92.26799999999999,479
92.3545,2009-09-09 00:00:00,92.42399999999999,92.296,92.3265,927
92.4135,2009-09-09 01:00:00,92.428,92.32600000000001,92.3565,1126
92.3545,2009-09-09 02:00:00,92.412,92.33,92.4115,569
92.3015,2009-09-09 03:00:00,92.352,92.264,92.3525,625
92.3185,2009-09-09 04:00:00,92.32600000000001,92.266,92.2995,334
92.3215,2009-09-09 05:00:00,92.354,92.292,92.3165,371
92.4945,2009-09-09 06:00:00,92.512,92.32,92.3235,1194
92.5075,2009-09-09 07:00:00,92.596,92.45,92.4975,1324
92.4995,2009-09-09 08:00:00,92.536,92.446,92.5045,926
92.5505,2009-09-09 09:00:00,92.564,92.426,92.5015,967
92.5235,2009-09-09 10:00:00,92.58,92.448,92.5475,765
92.3595,2009-09-09 11:00:00,92.556,92.338,92.5265,974
92.2865,2009-09-09 12:00:00,92.426,92.236,92.3615,1401
91.98,2009-09-09 13:00:00,92.30799999999999,91.936,92.2905,2179
91.75299999999999,2009-09-09 14:00:00,91.984,91.615,91.978,3090
91.866,2009-09-09 15:00:00,91.92200000000001,91.743,91.755,1010
91.943,2009-09-09 16:00:00,91.971,91.863,91.869,549
92.087,2009-09-09 17:00:00,92.11399999999999,91.853,91.946,1023
92.164,2009-09-09 18:00:00,92.256,92.08,92.084,1476
92.089,2009-09-09 19:00:00,92.169,92.03200000000001,92.166,739
92.03399999999999,2009-09-09 20:00:00,92.089,92.01799999999999,92.085,483
91.965,2009-09-09 21:00:00,92.102,91.926,92.038,628
92.07700000000001,2009-09-09 22:00:00,92.095,91.925,91.963,806
92.1495,2009-09-09 23:00:00,92.15,92.068,92.074,605
92.1915,2009-09-10 00:00:00,92.206,92.10799999999999,92.1465,618
92.1385,2009-09-10 01:00:00,92.242,92.132,92.1945,812
92.0735,2009-09-10 02:00:00,92.156,92.03,92.1405,567
91.9915,2009-09-10 03:00:00,92.11200000000001,91.956,92.0715,473
91.9345,2009-09-10 04:00:00,92.03200000000001,91.89200000000001,91.9935,786
92.1375,2009-09-10 05:00:00,92.13799999999999,91.93799999999999,91.9375,777
92.1035,2009-09-10 06:00:00,92.182,92.06200000000001,92.1395,944
92.1575,2009-09-10 07:00:00,92.198,92.066,92.1015,1063
92.1485,2009-09-10 08:00:00,92.17,92.05799999999999,92.1555,1120
92.1555,2009-09-10 09:00:00,92.26,92.13600000000001,92.1465,1163
92.1595,2009-09-10 10:00:00,92.23,92.12200000000001,92.1575,778
92.0285,2009-09-10 11:00:00,92.19200000000001,92.008,92.1575,1186
91.8485,2009-09-10 12:00:00,92.074,91.70200000000001,92.0255,2235
91.87200000000001,2009-09-10 13:00:00,92.06,91.432,91.8465,3590
91.76299999999999,2009-09-10 14:00:00,91.947,91.744,91.869,1595
91.87899999999999,2009-09-10 15:00:00,91.92,91.76,91.765,1051
91.82600000000001,2009-09-10 16:00:00,91.919,91.811,91.87700000000001,555
91.727,2009-09-10 17:00:00,91.87299999999999,91.635,91.82799999999999,1581
91.723,2009-09-10 18:00:00,91.788,91.62100000000001,91.73,816
91.699,2009-09-10 19:00:00,91.815,91.684,91.721,724
91.73899999999999,2009-09-10 20:00:00,91.788,91.693,91.697,531
91.76299999999999,2009-09-10 21:00:00,91.803,91.70200000000001,91.79700000000001,342
91.76,2009-09-10 22:00:00,91.78,91.72,91.76,321
91.7145,2009-09-10 23:00:00,91.762,91.619,91.762,549
91.6455,2009-09-11 00:00:00,91.71799999999999,91.542,91.7165,1115
91.4945,2009-09-11 01:00:00,91.662,91.48200000000001,91.6475,983
91.3695,2009-09-11 02:00:00,91.52799999999999,91.338,91.4925,1579
91.3515,2009-09-11 03:00:00,91.428,91.346,91.3715,512
91.3025,2009-09-11 04:00:00,91.368,91.21,91.3535,1005
91.1705,2009-09-11 05:00:00,91.322,91.13600000000001,91.3055,1157
91.1985,2009-09-11 06:00:00,91.238,90.99799999999999,91.1685,2214
90.9345,2009-09-11 07:00:00,91.2,90.684,91.1965,3181
90.90700000000001,2009-09-11 08:00:00,91.094,90.81200000000001,90.9375,1713
90.935,2009-09-11 09:00:00,90.963,90.838,90.905,1020
90.9325,2009-09-11 10:00:00,90.95,90.82700000000001,90.93700000000001,990
90.8565,2009-09-11 11:00:00,90.93,90.818,90.9295,696
90.9285,2009-09-11 12:00:00,90.99600000000001,90.84200000000001,90.8545,1252
90.7965,2009-09-11 13:00:00,90.96799999999999,90.632,90.9265,2029
90.5705,2009-09-11 14:00:00,90.88799999999999,90.54,90.7945,2663
90.3145,2009-09-11 15:00:00,90.64200000000001,90.22,90.5725,2416
90.4815,2009-09-11 16:00:00,90.53200000000001,90.292,90.3115,1236
90.4735,2009-09-11 17:00:00,90.48200000000001,90.376,90.4795,586
90.5795,2009-09-11 18:00:00,90.584,90.45200000000001,90.4715,684
90.656,2009-09-11 19:00:00,90.73200000000001,90.572,90.5755,708
90.71700000000001,2009-09-11 20:00:00,90.73899999999999,90.62799999999999,90.65799999999999,543
90.723,2009-09-11 21:00:00,90.729,90.71700000000001,90.72,5
91.6455,2009-09-11 00:00:00,91.71799999999999,91.542,91.7165,1115
91.4945,2009-09-11 01:00:00,91.662,91.48200000000001,91.6475,983
91.3695,2009-09-11 02:00:00,91.52799999999999,91.338,91.4925,1579
91.3515,2009-09-11 03:00:00,91.428,91.346,91.3715,512
91.3025,2009-09-11 04:00:00,91.368,91.21,91.3535,1005
91.1705,2009-09-11 05:00:00,91.322,91.13600000000001,91.3055,1157
91.1985,2009-09-11 06:00:00,91.238,90.99799999999999,91.1685,2214
90.9345,2009-09-11 07:00:00,91.2,90.684,91.1965,3181
90.90700000000001,2009-09-11 08:00:00,91.094,90.81200000000001,90.9375,1713
90.935,2009-09-11 09:00:00,90.963,90.838,90.905,1020
90.9325,2009-09-11 10:00:00,90.95,90.82700000000001,90.93700000000001,990
90.8565,2009-09-11 11:00:00,90.93,90.818,90.9295,696
90.9285,2009-09-11 12:00:00,90.99600000000001,90.84200000000001,90.8545,1252
90.7965,2009-09-11 13:00:00,90.96799999999999,90.632,90.9265,2029
90.5705,2009-09-11 14:00:00,90.88799999999999,90.54,90.7945,2663
90.3145,2009-09-11 15:00:00,90.64200000000001,90.22,90.5725,2416
90.4815,2009-09-11 16:00:00,90.53200000000001,90.292,90.3115,1236
90.4735,2009-09-11 17:00:00,90.48200000000001,90.376,90.4795,586
90.5795,2009-09-11 18:00:00,90.584,90.45200000000001,90.4715,684
90.656,2009-09-11 19:00:00,90.73200000000001,90.572,90.5755,708
90.71700000000001,2009-09-11 20:00:00,90.73899999999999,90.62799999999999,90.65799999999999,543
90.723,2009-09-11 21:00:00,90.729,90.71700000000001,90.72,5
90.65700000000001,2009-09-13 18:00:00,90.65700000000001,90.65700000000001,90.65700000000001,1
90.36,2009-09-13 19:00:00,90.594,90.34299999999999,90.589,434
90.303,2009-09-13 20:00:00,90.38799999999999,90.21600000000001,90.35700000000001,1044
90.396,2009-09-13 21:00:00,90.45100000000001,90.272,90.29799999999999,579
90.35600000000001,2009-09-13 22:00:00,90.44,90.21799999999999,90.398,1921
90.412,2009-09-13 23:00:00,90.439,90.294,90.354,882
90.6125,2009-09-14 00:00:00,90.65799999999999,90.414,90.414,1708
90.3985,2009-09-14 01:00:00,90.618,90.37799999999999,90.6085,1393
90.4255,2009-09-14 02:00:00,90.46600000000001,90.31,90.4015,1033
90.4235,2009-09-14 03:00:00,90.43799999999999,90.366,90.4235,674
90.4205,2009-09-14 04:00:00,90.516,90.38600000000001,90.4265,742
90.56299999999999,2009-09-14 05:00:00,90.572,90.416,90.4185,464
90.6365,2009-09-14 06:00:00,90.706,90.544,90.561,1079
90.5925,2009-09-14 07:00:00,90.76,90.486,90.6385,1732
90.6845,2009-09-14 08:00:00,90.73200000000001,90.52799999999999,90.5905,1512
90.7955,2009-09-14 09:00:00,90.87200000000001,90.68799999999999,90.6875,1196
90.6925,2009-09-14 10:00:00,90.81200000000001,90.686,90.7985,934
90.9165,2009-09-14 11:00:00,90.97200000000001,90.69,90.6945,1033
91.0565,2009-09-14 12:00:00,91.084,90.796,90.9145,1867
90.7335,2009-09-14 13:00:00,91.134,90.728,91.0585,1907
90.6925,2009-09-14 14:00:00,90.838,90.616,90.7305,1768
90.8515,2009-09-14 15:00:00,90.9,90.64399999999999,90.6895,1125
90.8625,2009-09-14 16:00:00,90.89200000000001,90.792,90.8535,504
90.9695,2009-09-14 17:00:00,91.0,90.824,90.8605,576
90.9425,2009-09-14 18:00:00,91.02,90.834,90.9715,851
90.9225,2009-09-14 19:00:00,91.02,90.87,90.9445,847
90.9345,2009-09-14 20:00:00,90.95200000000001,90.876,90.9255,588
90.8825,2009-09-14 21:00:00,91.014,90.87799999999999,90.9385,465
90.8665,2009-09-14 22:00:00,90.93799999999999,90.86399999999999,90.8845,429
90.8715,2009-09-14 23:00:00,90.906,90.788,90.8645,610
91.0195,2009-09-15 00:00:00,91.07600000000001,90.84200000000001,90.8695,1080
91.0545,2009-09-15 01:00:00,91.09200000000001,90.89399999999999,91.0175,1341
91.1125,2009-09-15 02:00:00,91.21600000000001,91.02600000000001,91.0565,1075
91.0555,2009-09-15 03:00:00,91.164,91.056,91.1155,398
91.0695,2009-09-15 04:00:00,91.132,91.042,91.0535,675
91.1025,2009-09-15 05:00:00,91.154,91.054,91.0715,486
91.1615,2009-09-15 06:00:00,91.162,90.994,91.0995,1079
91.1195,2009-09-15 07:00:00,91.28,91.086,91.1595,1299
91.0855,2009-09-15 08:00:00,91.12200000000001,91.016,91.1215,1059
91.1675,2009-09-15 09:00:00,91.176,91.05,91.0835,851
91.1775,2009-09-15 10:00:00,91.24,91.104,91.1655,819
91.2255,2009-09-15 11:00:00,91.24600000000001,91.12200000000001,91.1755,871
91.432,2009-09-15 12:00:00,91.64299999999999,91.164,91.2235,2744
91.33200000000001,2009-09-15 13:00:00,91.508,91.24700000000001,91.434,1871
91.25299999999999,2009-09-15 14:00:00,91.35700000000001,91.118,91.335,1958
90.95299999999999,2009-09-15 15:00:00,91.281,90.95299999999999,91.256,1365
90.90299999999999,2009-09-15 16:00:00,91.09299999999999,90.837,90.95100000000001,926
90.95200000000001,2009-09-15 17:00:00,91.01799999999999,90.824,90.905,1364
91.1,2009-09-15 18:00:00,91.10799999999999,90.895,90.949,864
91.0455,2009-09-15 19:00:00,91.145,91.02600000000001,91.102,740
91.0305,2009-09-15 20:00:00,91.134,91.024,91.0475,428
91.0125,2009-09-15 21:00:00,91.098,90.992,91.0285,707
91.0065,2009-09-15 22:00:00,91.03,90.96600000000001,91.0105,463
90.9195,2009-09-15 23:00:00,91.00399999999999,90.87,91.0045,796
90.8865,2009-09-16 00:00:00,90.93799999999999,90.794,90.9175,878
90.9705,2009-09-16 01:00:00,90.99799999999999,90.874,90.8885,852
90.9985,2009-09-16 02:00:00,91.01,90.93799999999999,90.9685,701
91.0205,2009-09-16 03:00:00,91.046,90.97,90.9965,474
91.0945,2009-09-16 04:00:00,91.16799999999999,91.008,91.0185,1023
90.9585,2009-09-16 05:00:00,91.096,90.94,91.0925,692
90.5875,2009-09-16 06:00:00,90.964,90.488,90.9565,2719
90.2735,2009-09-16 07:00:00,90.62200000000001,90.23200000000001,90.5855,2803
90.162,2009-09-16 08:00:00,90.43700000000001,90.13799999999999,90.2705,1999
90.29700000000001,2009-09-16 09:00:00,90.361,90.12799999999999,90.165,1676
90.39399999999999,2009-09-16 10:00:00,90.421,90.225,90.294,999
90.3825,2009-09-16 11:00:00,90.42,90.294,90.397,802
90.41,2009-09-16 12:00:00,90.538,90.334,90.3805,2039
90.681,2009-09-16 13:00:00,90.74600000000001,90.21799999999999,90.40700000000001,3191
91.066,2009-09-16 14:00:00,91.355,90.581,90.68299999999999,3930
91.009,2009-09-16 15:00:00,91.1,90.823,91.069,2604
90.83200000000001,2009-09-16 16:00:00,91.007,90.65100000000001,91.007,1712
90.959,2009-09-16 17:00:00,91.021,90.835,90.835,943
90.902,2009-09-16 18:00:00,91.04,90.876,90.962,995
90.7995,2009-09-16 19:00:00,90.913,90.79,90.905,761
90.9385,2009-09-16 20:00:00,90.976,90.75399999999999,90.7965,872
90.8995,2009-09-16 21:00:00,90.97200000000001,90.876,90.9445,451
90.8745,2009-09-16 22:00:00,90.928,90.85799999999999,90.9025,487
91.046,2009-09-16 23:00:00,91.053,90.83,90.8725,924
91.145,2009-09-17 00:00:00,91.215,91.027,91.04799999999999,1323
91.085,2009-09-17 01:00:00,91.15299999999999,90.98700000000001,91.14299999999999,1070
91.041,2009-09-17 02:00:00,91.137,91.04,91.087,513
91.031,2009-09-17 03:00:00,91.087,91.00299999999999,91.039,324
91.09100000000001,2009-09-17 04:00:00,91.10799999999999,91.01899999999999,91.03299999999999,646
91.081,2009-09-17 05:00:00,91.177,91.053,91.09299999999999,790
90.95200000000001,2009-09-17 06:00:00,91.12899999999999,90.844,91.083,1303
90.572,2009-09-17 07:00:00,90.971,90.524,90.954,2425
90.73299999999999,2009-09-17 08:00:00,90.836,90.565,90.569,1401
90.697,2009-09-17 09:00:00,90.74700000000001,90.583,90.736,833
90.897,2009-09-17 10:00:00,90.948,90.689,90.694,1119
91.2655,2009-09-17 11:00:00,91.459,90.899,90.899,2967
91.3445,2009-09-17 12:00:00,91.616,91.19200000000001,91.2635,3054
91.37,2009-09-17 13:00:00,91.448,91.262,91.3475,1830
91.1455,2009-09-17 14:00:00,91.476,91.03399999999999,91.367,3274
91.1545,2009-09-17 15:00:00,91.206,91.1,91.1415,1177
91.2625,2009-09-17 16:00:00,91.33,91.134,91.1575,947
91.1765,2009-09-17 17:00:00,91.292,91.152,91.2655,854
91.1575,2009-09-17 18:00:00,91.23200000000001,91.024,91.1785,858
91.1805,2009-09-17 19:00:00,91.194,91.132,91.1545,582
91.0845,2009-09-17 20:00:00,91.184,91.056,91.1785,692
91.066,2009-09-17 21:00:00,91.118,90.99,91.0875,720
91.213,2009-09-17 22:00:00,91.22,91.06299999999999,91.06299999999999,508
91.2085,2009-09-17 23:00:00,91.242,91.12700000000001,91.21,751
91.2055,2009-09-18 00:00:00,91.244,91.14200000000001,91.2115,882
91.266,2009-09-18 01:00:00,91.36200000000001,91.19200000000001,91.2035,1422
91.352,2009-09-18 02:00:00,91.429,91.126,91.26799999999999,1466
91.225,2009-09-18 03:00:00,91.35,91.199,91.35,460
91.2275,2009-09-18 04:00:00,91.251,91.15799999999999,91.227,691
91.0915,2009-09-18 05:00:00,91.25399999999999,91.04799999999999,91.2295,1005
91.0865,2009-09-18 06:00:00,91.17,91.03200000000001,91.0885,1553
91.2545,2009-09-18 07:00:00,91.37,91.046,91.0885,1793
91.1255,2009-09-18 08:00:00,91.33200000000001,91.126,91.2575,1261
91.3065,2009-09-18 09:00:00,91.48,91.104,91.1235,1932
91.2815,2009-09-18 10:00:00,91.406,91.226,91.3085,1076
91.3045,2009-09-18 11:00:00,91.40799999999999,91.228,91.2785,794
91.2755,2009-09-18 12:00:00,91.34,91.194,91.3025,1338
91.3065,2009-09-18 13:00:00,91.38600000000001,91.214,91.2775,1569
91.3275,2009-09-18 14:00:00,91.542,91.15,91.3045,2178
91.3205,2009-09-18 15:00:00,91.33200000000001,91.23,91.3295,971
91.271,2009-09-18 16:00:00,91.396,91.223,91.3175,840
91.43,2009-09-18 17:00:00,91.444,91.273,91.273,759
91.37100000000001,2009-09-18 18:00:00,91.48899999999999,91.334,91.432,824
91.389,2009-09-18 19:00:00,91.417,91.34700000000001,91.369,483
91.29700000000001,2009-09-18 20:00:00,91.485,91.287,91.387,640
91.291,2009-09-18 21:00:00,91.294,91.291,91.294,3
91.2055,2009-09-18 00:00:00,91.244,91.14200000000001,91.2115,882
91.266,2009-09-18 01:00:00,91.36200000000001,91.19200000000001,91.2035,1422
91.352,2009-09-18 02:00:00,91.429,91.126,91.26799999999999,1466
